TAX_YEAR,SUBLOT_ID,SECNO,CUSIP,SYMBOL,SEC_DESCR,SEC_TYPE,SEC_SUBTYPE,SUBACCOUNT_TYPE,OPEN_TRAN_ID,CLOSE_TRAN_ID-SEQNO,OPEN_DATE,CLOSE_DATE,CLOSE_EVENT,DISPOSAL_METHOD,QUANTITY,LONG_SHORT_IND,NO_WS_COST,NO_WS_PROCEEDS,NO_WS_GAINLOSS,WS_COST_ADJ,WS_PROC_ADJ,WS_LOSS_ID-SEQNO,1099_ACQ_DATE,1099_DISP_DATE,1099_COST,1099_PROCEEDS,GROSS_NET_IND,TOTAL_GAINLOSS,ORDINARY_GAINLOSS,1099_DISALLOWED_LOSS,1099_MARKET_DISCOUNT,8949_GAINLOSS,8949_CODE,HOLDING_DATE,TERM,COVERED_IND,8949_BOX,1099_1256_CY_REALIZED,1099_1256_PY_UNREALIZED,1099_1256_CY_UNREALIZED,1099_1256_AGGREGATE
2023,CS0001eT6UvKwA3Zkt,9CPBFX1_R2023-02-06,"",SPXW--230202P04070000,PUT  SPXW   02/02/23  4070 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230202ELYGZT48KKDZ2UL5000,230202KU00000002821352000-1,2023-02-02,2023-02-02,OptionExpiration,FIFO,1.00000000,S,$0.00,$70.22,$70.22,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$70.22,$0.00,$0.00,$70.22
2023,CS0001eT6Uwkxt7j9x,9KSMJW5_R2023-02-21,"",AMZN--230217P00111000,PUT  AMZN   02/17/23   111 AMAZON.COM INC,Option,EquityOption,Margin,230202ELLWP3G9PLWUZE6T000,230203ELKRHH1P817306IU000-1,2023-02-02,2023-02-03,Buy,FIFO,1.00000000,S,$655.13,$527.84,-$127.29,$0.00,$0.00,,2023-02-02,2023-02-03,$0.00,-$127.29,G,-$127.29,$0.00,$0.00,$0.00,-$127.29,,,ShortTerm,C,A,,,,
2023,CS0001eT6UsUsiUNQm,8BRVBY6,"",AMZN--230217C00120000,CALL AMZN   02/17/23   120 AMAZON.COM INC,Option,EquityOption,Margin,230202ELSW9TK3PNNVORQC000,230203ELNBTM3T6JP57T1N000-1,2023-02-02,2023-02-03,Sell,FIFO,1.00000000,L,$270.13,$48.85,-$221.28,$0.00,$0.00,,2023-02-02,2023-02-03,$270.13,$48.85,G,-$221.28,$0.00,$0.00,$0.00,-$221.28,,2023-02-02,ShortTerm,C,A,,,,
2023,CS0001eT6UwTMLLdZs,9KSMHK8_R2023-02-22,"",AMZN--230217C00111000,CALL AMZN   02/17/23   111 AMAZON.COM INC,Option,EquityOption,Margin,230202ELJQLK215MRHTRGG000,230203ELT07GUZ5ISL6DI4000-1,2023-02-02,2023-02-03,Buy,FIFO,1.00000000,S,$179.13,$609.84,$430.71,$0.00,$0.00,,2023-02-02,2023-02-03,$0.00,$430.71,G,$430.71,$0.00,$0.00,$0.00,$430.71,,,ShortTerm,C,A,,,,
2023,CS0001eT6UtuuRl2AM,8NZCQZ2_R2023-02-22,"",TSLA--230217C00220000,CALL TSLA   02/17/23   220 TESLA INC,Option,EquityOption,Margin,230202ELUU7MFP59OA0V62000,230207EL0LV67O2RV1HJQG000-1,2023-02-02,2023-02-07,Sell,FIFO,1.00000000,L,$431.13,$274.85,-$156.28,$0.00,$0.00,,2023-02-02,2023-02-07,$431.13,$274.85,G,-$156.28,$0.00,$0.00,$0.00,-$156.28,,2023-02-02,ShortTerm,C,A,,,,
2023,CS0001eT6Ux2ZRI1ZD,9NZCMW9,"",TSLA--230217P00175000,PUT  TSLA   02/17/23   175 TESLA INC,Option,EquityOption,Margin,230202ELNOTR7Y5KQH1LMN000,230207EL20Z9R2R3PMGJ95000-1,2023-02-02,2023-02-07,Buy,FIFO,1.00000000,S,$257.13,$428.85,$171.72,$0.00,$0.00,,2023-02-02,2023-02-07,$0.00,$171.72,G,$171.72,$0.00,$0.00,$0.00,$171.72,,,ShortTerm,C,A,,,,
2023,CS0001eT6UxKAz479I,9NZCQD7_R2023-02-22,"",TSLA--230217C00215000,CALL TSLA   02/17/23   215 TESLA INC,Option,EquityOption,Margin,230202ELYAYGMP9MA6Y4N5000,230207EL5H1OPBFTDXVCX3000-1,2023-02-02,2023-02-07,Buy,FIFO,1.00000000,S,$358.13,$518.84,$160.71,$0.00,$0.00,,2023-02-02,2023-02-07,$0.00,$160.71,G,$160.71,$0.00,$0.00,$0.00,$160.71,,,ShortTerm,C,A,,,,
2023,CS0001eT6UtdIuAtjx,8LBGZH1_R2023-02-22,"",UBER--230217C00036000,CALL UBER   02/17/23    36 UBER TECHNOLOGIES INC,Option,EquityOption,Margin,230202ELHYQLU9AL90L1OW000,230208SCAVP30208057287000-1,2023-02-02,2023-02-08,Sell,FIFO,3.00000000,L,$240.39,$245.57,$5.18,$0.00,$0.00,,2023-02-02,2023-02-08,$240.39,$245.57,G,$5.18,$0.00,$0.00,$0.00,$5.18,,2023-02-02,ShortTerm,C,A,,,,
2023,CS0001eT6UykCi8WDB,9UBZPQ1_R2023-02-21,"",UBER--230217P00030000,PUT  UBER   02/17/23    30 UBER TECHNOLOGIES INC,Option,EquityOption,Margin,230202ELZNUJW14GU4VDF6000,230208SCAVP30208057289000-1,2023-02-02,2023-02-08,Buy,FIFO,3.00000000,S,$27.39,$218.59,$191.20,$0.00,$0.00,,2023-02-02,2023-02-08,$0.00,$191.20,G,$191.20,$0.00,$0.00,$0.00,$191.20,,,ShortTerm,C,A,,,,
2023,CS0001eT6Uz1oFubnG,9UBZPQ4_R2023-02-22,"",UBER--230217C00035000,CALL UBER   02/17/23    35 UBER TECHNOLOGIES INC,Option,EquityOption,Margin,230202EL565MW9U52C4AUF000,230208SCAVP30208057290000-1,2023-02-02,2023-02-08,Buy,FIFO,3.00000000,S,$372.39,$317.59,-$54.80,$0.00,$0.00,,2023-02-02,2023-02-08,$0.00,-$54.80,G,-$54.80,$0.00,$0.00,$0.00,-$54.80,,,ShortTerm,C,A,,,,
2023,CS0001eT6UuCW0mTNL,8UBYLN9,"",MRVL--230317C00052500,CALL MRVL   03/17/23    52.50 MARVELL TECHNOLOGY INC,Option,EquityOption,Margin,230202ELCSITFZG1APOAIY000,230216ELB61ZZDS7KGYYXN000-1,2023-02-02,2023-02-16,Sell,FIFO,1.00000000,L,$163.13,$116.86,-$46.27,$0.00,$0.00,,2023-02-02,2023-02-16,$163.13,$116.86,G,-$46.27,$0.00,$0.00,$0.00,-$46.27,,2023-02-02,ShortTerm,C,A,,,,
2023,CS0001eT6UuU7YYYxP,8UBYLN9,"",MRVL--230317C00052500,CALL MRVL   03/17/23    52.50 MARVELL TECHNOLOGY INC,Option,EquityOption,Margin,230202EL9C8L1YDVCLXBDK000,230216ELB61ZZDS7KGYYXN000-2,2023-02-02,2023-02-16,Sell,FIFO,1.00000000,L,$163.13,$116.86,-$46.27,$0.00,$0.00,,2023-02-02,2023-02-16,$163.13,$116.86,G,-$46.27,$0.00,$0.00,$0.00,-$46.27,,2023-02-02,ShortTerm,C,A,,,,
2023,CS0001eT6UxbmY5YMA,9PMJBK3,"",MRVL--230317C00047500,CALL MRVL   03/17/23    47.50 MARVELL TECHNOLOGY INC,Option,EquityOption,Margin,230202EL2Y46Z8LVSXKM18000,230216ELLI47YY1WYKFD1H000-1,2023-02-02,2023-02-16,Buy,FIFO,1.00000000,S,$294.13,$358.85,$64.72,$0.00,$0.00,,2023-02-02,2023-02-16,$0.00,$64.72,G,$64.72,$0.00,$0.00,$0.00,$64.72,,,ShortTerm,C,A,,,,
2023,CS0001eT6UxtO5rdwE,9PMJBK3,"",MRVL--230317C00047500,CALL MRVL   03/17/23    47.50 MARVELL TECHNOLOGY INC,Option,EquityOption,Margin,230202ELP7PKZ8OUGC6DK9000,230216ELLI47YY1WYKFD1H000-2,2023-02-02,2023-02-16,Buy,FIFO,1.00000000,S,$294.13,$358.85,$64.72,$0.00,$0.00,,2023-02-02,2023-02-16,$0.00,$64.72,G,$64.72,$0.00,$0.00,$0.00,$64.72,,,ShortTerm,C,A,,,,
2023,CS0001eT6UyAzddjWJ,9PMJBK4,"",MRVL--230317P00047500,PUT  MRVL   03/17/23    47.50 MARVELL TECHNOLOGY INC,Option,EquityOption,Margin,230202ELAN8X2JOSW1U1GF000,230216ELZBR2NBAE4153EK000-1,2023-02-02,2023-02-16,Buy,FIFO,1.00000000,S,$323.13,$328.85,$5.72,$0.00,$0.00,,2023-02-02,2023-02-16,$0.00,$5.72,G,$5.72,$0.00,$0.00,$0.00,$5.72,,,ShortTerm,C,A,,,,
2023,CS0001eT6UySbBPp6N,9PMJBK4,"",MRVL--230317P00047500,PUT  MRVL   03/17/23    47.50 MARVELL TECHNOLOGY INC,Option,EquityOption,Margin,230202ELR5BWYBKGAWBNRK000,230216ELZBR2NBAE4153EK000-2,2023-02-02,2023-02-16,Buy,FIFO,1.00000000,S,$323.13,$328.85,$5.72,$0.00,$0.00,,2023-02-02,2023-02-16,$0.00,$5.72,G,$5.72,$0.00,$0.00,$0.00,$5.72,,,ShortTerm,C,A,,,,
2023,CS0001eT6UwBku7BT5,9H89276_R2023-03-20,"",GOLD--230317C00021000,CALL GOLD   03/17/23    21 BARRICK GOLD CORPORATION,Option,EquityOption,Margin,230202ELFZ667QGFHOZDXE000,230314ELJ0MWTZGTPTJ65H000-1,2023-02-02,2023-03-14,Buy,FIFO,2.00000000,S,$2.26,$73.73,$71.47,$0.00,$0.00,,2023-02-02,2023-03-14,$0.00,$71.47,G,$71.47,$0.00,$0.00,$0.00,$71.47,,,ShortTerm,C,A,,,,
2023,CS0001eT6UwBku7BT3,9H89276_R2023-03-20,"",GOLD--230317C00021000,CALL GOLD   03/17/23    21 BARRICK GOLD CORPORATION,Option,EquityOption,Margin,230202ELFZ667QGFHOZDXE000,230314ELLMGG544149LR1P000-1,2023-02-02,2023-03-14,Buy,FIFO,3.00000000,S,$3.39,$110.61,$107.22,$0.00,$0.00,,2023-02-02,2023-03-14,$0.00,$107.22,G,$107.22,$0.00,$0.00,$0.00,$107.22,,,ShortTerm,C,A,,,,
2023,CS0001eT6UwBku7BT4,9H89276_R2023-03-20,"",GOLD--230317C00021000,CALL GOLD   03/17/23    21 BARRICK GOLD CORPORATION,Option,EquityOption,Margin,230202ELFZ667QGFHOZDXE000,230314ELX0RQECXZBS8O8P000-1,2023-02-02,2023-03-14,Buy,FIFO,1.00000000,S,$1.13,$36.87,$35.74,$0.00,$0.00,,2023-02-02,2023-03-14,$0.00,$35.74,G,$35.74,$0.00,$0.00,$0.00,$35.74,,,ShortTerm,C,A,,,,
2023,CS0001eT6UtLhSrqoq,8H89010_R2023-03-20,"",GOLD--230317C00022000,CALL GOLD   03/17/23    22 BARRICK GOLD CORPORATION,Option,EquityOption,Margin,230202ELFKM8DSLPPKGR9G000,230317KU00000002446861000-1,2023-02-02,2023-03-17,OptionExpiration,FIFO,6.00000000,L,$126.77,$0.00,-$126.77,$0.00,$0.00,,2023-02-02,2023-03-17,$126.77,$0.00,G,-$126.77,$0.00,$0.00,$0.00,-$126.77,,2023-02-02,ShortTerm,C,A,,,,
2023,CS0001eWQVM4sXVA3j,8BKQXY3_R2023-02-07,"",SPXW--230203C04250000,CALL SPXW   02/03/23  4250 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230203EL485SL0U3HP6BVL000,230203KU00000002315713000-1,2023-02-03,2023-02-03,OptionExpiration,FIFO,1.00000000,L,$18.78,$0.00,-$18.78,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$18.78,$0.00,$0.00,-$18.78
2023,CS0001eWQVdOoloeXi,8CLLBF1_R2023-02-07,"",SPXW--230203P04075000,PUT  SPXW   02/03/23  4075 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230203ELHDTH66K1P3K27T000,230203KU00000002321370000-1,2023-02-03,2023-02-03,OptionExpiration,FIFO,1.00000000,L,$21.78,$0.00,-$21.78,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$21.78,$0.00,$0.00,-$21.78
2023,CS0001eWQVeoqUh6S7,9BRNHQ4_R2023-02-07,"",SPXW--230203P04095000,PUT  SPXW   02/03/23  4095 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230203ELADLDCU1JVMOBTO000,230203KU00000002437678000-1,2023-02-03,2023-02-03,OptionExpiration,FIFO,1.00000000,S,$0.00,$53.22,$53.22,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$53.22,$0.00,$0.00,$53.22
2023,CS0001eWQVfO3aFHcH,9BRNHX1_R2023-02-07,"",SPXW--230203C04230000,CALL SPXW   02/03/23  4230 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230203ELOO1LR735I52J5I000,230203KU00000002438551000-1,2023-02-03,2023-02-03,OptionExpiration,FIFO,1.00000000,S,$0.00,$55.22,$55.22,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$55.22,$0.00,$0.00,$55.22
2023,CS0001eWQVeXExetXh,8PXZYD5_R2023-02-21,"",PYPL--230217C00095000,CALL PYPL   02/17/23    95 PAYPAL HOLDINGS INC,Option,EquityOption,Margin,230203EL1W1ZCRCHWSXK7Y000,230209EL1TBQDYYULEE1TG000-1,2023-02-03,2023-02-09,Sell,FIFO,1.00000000,L,$204.13,$38.85,-$165.28,$0.00,$0.00,,2023-02-03,2023-02-09,$204.13,$38.85,G,-$165.28,$0.00,$0.00,$0.00,-$165.28,,2023-02-03,ShortTerm,C,A,,,,
2023,CS0001eWQVhetxBswU,9PXZYC8,"",PYPL--230217P00080000,PUT  PYPL   02/17/23    80 PAYPAL HOLDINGS INC,Option,EquityOption,Margin,230203ELQXS0SVFZZOUEAI000,230209EL8OXJMRSRA94MAK000-1,2023-02-03,2023-02-09,Buy,FIFO,1.00000000,S,$419.13,$173.85,-$245.28,$0.00,$0.00,,2023-02-03,2023-02-09,$0.00,-$245.28,G,-$245.28,$0.00,$0.00,$0.00,-$245.28,,,ShortTerm,C,A,,,,
2023,CS0001eWQVhwVUxyWZ,9UBLLP2_R2023-02-21,"",PYPL--230217C00092500,CALL PYPL   02/17/23    92.50 PAYPAL HOLDINGS INC,Option,EquityOption,Margin,230203ELD0YYFLGTL4ZECO000,230209ELK4SW83U057K4EE000-1,2023-02-03,2023-02-09,Buy,FIFO,1.00000000,S,$55.13,$272.85,$217.72,$0.00,$0.00,,2023-02-03,2023-02-09,$0.00,$217.72,G,$217.72,$0.00,$0.00,$0.00,$217.72,,,ShortTerm,C,A,,,,
2023,CS0001eWQVfxGghOaj,9GLJJB1,"",BYND--230217C00020000,CALL BYND   02/17/23    20 BEYOND MEAT INC,Option,EquityOption,Margin,230203ELQB4QPUWN65DCZV000,230210EL191ZPZ7AU63KH9000-1,2023-02-03,2023-02-10,Buy,FIFO,5.00000000,S,$95.65,$989.31,$893.66,$0.00,$0.00,,2023-02-03,2023-02-10,$0.00,$893.66,G,$893.66,$0.00,$0.00,$0.00,$893.66,,,ShortTerm,C,A,,,,
2023,CS0001eWQVdy1sGlW7,8KTCKQ6,"",BYND--230217C00023000,CALL BYND   02/17/23    23 BEYOND MEAT INC,Option,EquityOption,Margin,230203EL4SJIHT3KVD8SHP000,230210EL3Z9Y9RIVEZNRNT000-1,2023-02-03,2023-02-10,Sell,FIFO,5.00000000,L,$560.65,$54.33,-$506.32,$0.00,$0.00,,2023-02-03,2023-02-10,$560.65,$54.33,G,-$506.32,$0.00,$0.00,$0.00,-$506.32,,2023-02-03,ShortTerm,C,A,,,,
2023,CS0001eWQVgEsETUAo,9GLJJD6,"",BYND--230217P00020000,PUT  BYND   02/17/23    20 BEYOND MEAT INC,Option,EquityOption,Margin,230203ELNPPTMFVY4RKGIK000,230210ELTEY4L8M2NA6KUU000-1,2023-02-03,2023-02-10,Buy,FIFO,5.00000000,S,$2385.65,$1084.31,-$1301.34,$0.00,$0.00,,2023-02-03,2023-02-10,$0.00,-$1301.34,G,-$1301.34,$0.00,$0.00,$0.00,-$1301.34,,,ShortTerm,C,A,,,,
2023,CS0001eZofuH0ymjdf,9CPBFY5_R2023-02-08,"",SPXW--230206P04055000,PUT  SPXW   02/06/23  4055 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230206ELHZ79QOEZCGUCQL000,230206ELKIMTBF8XVF60XD000-1,2023-02-06,2023-02-06,Buy,FIFO,1.00000000,S,$5.78,$78.22,$72.44,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$72.44,$0.00,$0.00,$72.44
2023,CS0001eZoft8angNJL,9BRLBK2_R2023-02-08,"",SPXW--230206C04170000,CALL SPXW   02/06/23  4170 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230206EL5FSH7AC39ATM9W000,230206ELTC0S3CAVINKE93000-1,2023-02-06,2023-02-06,Buy,FIFO,1.00000000,S,$5.78,$58.22,$52.44,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$52.44,$0.00,$0.00,$52.44
2023,CS0001eZofo1gzikq5,8BLQZS3,"",SPXW--230206P04040000,PUT  SPXW   02/06/23  4040 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230206ELDMNYTVSS9020OF000,230206KU00000002600250000-1,2023-02-06,2023-02-06,OptionExpiration,FIFO,2.00000000,L,$17.56,$0.00,-$17.56,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$17.56,$0.00,$0.00,-$17.56
2023,CS0001eZofrQxX1pot,8CLNLB3_R2023-02-08,"",SPXW--230206C04230000,CALL SPXW   02/06/23  4230 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230206ELVKJ27RGRG2JSBJ000,230206KU00000002605134000-1,2023-02-06,2023-02-06,OptionExpiration,FIFO,1.00000000,L,$6.78,$0.00,-$6.78,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$6.78,$0.00,$0.00,-$6.78
2023,CS0001eZofs0Aca0z3,8CNYYL4,"",SPXW--230206P04005000,PUT  SPXW   02/06/23  4005 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230206ELJ1IA27361N5OAI000,230206KU00000002605613000-1,2023-02-06,2023-02-06,OptionExpiration,FIFO,1.00000000,L,$11.78,$0.00,-$11.78,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$11.78,$0.00,$0.00,-$11.78
2023,CS0001eZofuYcWYpDm,9CPBFY7_R2023-02-08,"",SPXW--230206P04090000,PUT  SPXW   02/06/23  4090 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230206EL3MXEWPJ8FNSEGY000,230206KU00000002656364000-1,2023-02-06,2023-02-06,OptionExpiration,FIFO,2.00000000,S,$0.00,$150.44,$150.44,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$150.44,$0.00,$0.00,$150.44
2023,CS0001eZoftQCMASaF,9BRTZY8,"",AMZN--230217P00100000,PUT  AMZN   02/17/23   100 AMAZON.COM INC,Option,EquityOption,Margin,230206EL31WWTVXK6Q3OEV000,230210EL30UAV17PYM1XDW000-1,2023-02-06,2023-02-10,Buy,FIFO,1.00000000,S,$391.13,$198.85,-$192.28,$0.00,$0.00,,2023-02-06,2023-02-10,$0.00,-$192.28,G,-$192.28,$0.00,$0.00,$0.00,-$192.28,,,ShortTerm,C,A,,,,
2023,CS0001eZofsZNiqBpy,8KSMHK2_R2023-02-21,"",AMZN--230217C00108000,CALL AMZN   02/17/23   108 AMAZON.COM INC,Option,EquityOption,Margin,230206ELA1U2QXF9J36CJQ000,230210EL453FCGFE385YBK000-1,2023-02-06,2023-02-10,Sell,FIFO,1.00000000,L,$128.13,$19.85,-$108.28,$0.00,$0.00,,2023-02-06,2023-02-10,$128.13,$19.85,G,-$108.28,$0.00,$0.00,$0.00,-$108.28,,2023-02-06,ShortTerm,C,A,,,,
2023,CS0001eZofthntwYAK,9BRTZY9_R2023-02-22,"",AMZN--230217C00105000,CALL AMZN   02/17/23   105 AMAZON.COM INC,Option,EquityOption,Margin,230206ELWIWO4OVF7FA39A000,230210ELK8XGBALZYJDLXL000-1,2023-02-06,2023-02-10,Buy,FIFO,1.00000000,S,$41.13,$210.85,$169.72,$0.00,$0.00,,2023-02-06,2023-02-10,$0.00,$169.72,G,$169.72,$0.00,$0.00,$0.00,$169.72,,,ShortTerm,C,A,,,,
2023,CS0001edIgY7BGq6II,9BMRZZ8_R2023-02-09,"",SPXW--230207P04095000,PUT  SPXW   02/07/23  4095 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230207ELRLRCRF0YLXA1ET000,230207ELGOQBWFX14PYALE000-1,2023-02-07,2023-02-07,Buy,FIFO,1.00000000,S,$75.78,$75.22,-$0.56,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$0.56,$0.00,$0.00,-$0.56
2023,CS0001edIgYOmocBsM,9BMRZZ8_R2023-02-09,"",SPXW--230207P04095000,PUT  SPXW   02/07/23  4095 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230207ELKEP0I61VEWOL85000,230207ELGOQBWFX14PYALE000-2,2023-02-07,2023-02-07,Buy,FIFO,1.00000000,S,$75.78,$80.22,$4.44,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$4.44,$0.00,$0.00,$4.44
2023,CS0001edIgXXyBHv88,9BKLYY0,"",SPXW--230207P04090000,PUT  SPXW   02/07/23  4090 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230207SCAVP30207060481000,230207ELUO8RDJP7XJ8XFV000-1,2023-02-07,2023-02-07,Buy,FIFO,2.00000000,S,$11.56,$96.44,$84.88,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$84.88,$0.00,$0.00,$84.88
2023,CS0001edIgPJPNnJGC,8BKLQZ0_R2023-02-09,"",SPXW--230207P04045000,PUT  SPXW   02/07/23  4045 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230207ELDRJKTNQRW79C8V000,230207KU00000002936643000-1,2023-02-07,2023-02-07,OptionExpiration,FIFO,1.00000000,L,$8.78,$0.00,-$8.78,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$8.78,$0.00,$0.00,-$8.78
2023,CS0001edIgVqKudNdg,8BKLQZ0_R2023-02-09,"",SPXW--230207P04045000,PUT  SPXW   02/07/23  4045 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230207ELBP9OBPV0HKJY38000,230207KU00000002936643000-2,2023-02-07,2023-02-07,OptionExpiration,FIFO,1.00000000,L,$8.78,$0.00,-$8.78,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$8.78,$0.00,$0.00,-$8.78
2023,CS0001edIgWPY3otTl,8NHHVG3,"",OXY---230317C00067500,CALL OXY    03/17/23    67.50 OCCIDENTAL PETROLEUM CORP,Option,EquityOption,Margin,230207ELXA5GOFQM1XJF7M000,230303SCAVP30303058838000-1,2023-02-07,2023-03-03,Sell,FIFO,2.00000000,L,$372.26,$23.71,-$348.55,$0.00,$0.00,,2023-02-07,2023-03-03,$372.26,$23.71,G,-$348.55,$0.00,$0.00,$0.00,-$348.55,,2023-02-07,ShortTerm,C,A,,,,
2023,CS0001edIgYgOQ1c8K,9NHHVG0_R2023-03-21,"",OXY---230317P00060000,PUT  OXY    03/17/23    60 OCCIDENTAL PETROLEUM CORP,Option,EquityOption,Margin,230207ELHIKOF4MRNKOI02000,230303SCAVP30303058840000-1,2023-02-07,2023-03-03,Buy,FIFO,2.00000000,S,$250.26,$389.72,$139.46,$0.00,$0.00,,2023-02-07,2023-03-03,$0.00,$139.46,G,$139.46,$0.00,$0.00,$0.00,$139.46,,,ShortTerm,C,A,,,,
2023,CS0001edIgYxzxnhiP,9NHHVG1_R2023-03-21,"",OXY---230317C00065000,CALL OXY    03/17/23    65 OCCIDENTAL PETROLEUM CORP,Option,EquityOption,Margin,230207ELX6Q4RDRC61MPR6000,230303SCAVP30303058841000-1,2023-02-07,2023-03-03,Buy,FIFO,2.00000000,S,$62.26,$551.71,$489.45,$0.00,$0.00,,2023-02-07,2023-03-03,$0.00,$489.45,G,$489.45,$0.00,$0.00,$0.00,$489.45,,,ShortTerm,C,A,,,,
2023,CS0001edIgZoodUGIT,9SWZTJ0_R2023-03-20,"",BBY---230317C00087500,CALL BBY    03/17/23    87.50 BEST BUY CO INC,Option,EquityOption,Margin,230207ELH7RDDXNG6LQ4MH000,230313EL9VB1CX7DGAVXVQ000-1,2023-02-07,2023-03-13,Buy,FIFO,1.00000000,S,$5.13,$431.85,$426.72,$0.00,$0.00,,2023-02-07,2023-03-13,$0.00,$426.72,G,$426.72,$0.00,$0.00,$0.00,$426.72,,,ShortTerm,C,A,,,,
